Instance,Publication,Group,Date,Average_0Scale,Average_0Scale_Corrected
mondal_BIR-13.SG,MondalNatureGenetics2016,BIR.SG,present,1950,NA
mondal_BIR-14.SG,MondalNatureGenetics2016,BIR.SG,present,1950,NA
mondal_BIR-15.SG,MondalNatureGenetics2016,BIR.SG,present,1950,NA
mondal_BIR-16.SG,MondalNatureGenetics2016,BIR.SG,present,1950,NA
mondal_BIR-18.SG,MondalNatureGenetics2016,BIR.SG,present,1950,NA
mondal_BIR-22.SG,MondalNatureGenetics2016,BIR.SG,present,1950,NA
mondal_BR1-10.SG,MondalNatureGenetics2016,UBR.SG,present,1950,NA
mondal_BR1-12.SG,MondalNatureGenetics2016,UBR.SG,present,1950,NA
mondal_BR1-13.SG,MondalNatureGenetics2016,UBR.SG,present,1950,NA
mondal_BR1-16.SG,MondalNatureGenetics2016,UBR.SG,present,1950,NA
mondal_BR1-18.SG,MondalNatureGenetics2016,UBR.SG,present,1950,NA
mondal_BR1-1.SG,MondalNatureGenetics2016,UBR.SG,present,1950,NA
mondal_BR1-3.SG,MondalNatureGenetics2016,UBR.SG,present,1950,NA
mondal_BR1-4.SG,MondalNatureGenetics2016,UBR.SG,present,1950,NA
mondal_BR1-5.SG,MondalNatureGenetics2016,UBR.SG,present,1950,NA
mondal_BR1-6.SG,MondalNatureGenetics2016,UBR.SG,present,1950,NA
mondal_IL-01.SG,MondalNatureGenetics2016,ILA.SG,present,1950,NA
mondal_IL-04.SG,MondalNatureGenetics2016,ILA.SG,present,1950,NA
mondal_IL-07.SG,MondalNatureGenetics2016,ILA.SG,present,1950,NA
mondal_IL-08.SG,MondalNatureGenetics2016,ILA.SG,present,1950,NA
mondal_IL-09.SG,MondalNatureGenetics2016,ILA.SG,present,1950,NA
mondal_IL-10.SG,MondalNatureGenetics2016,ILA.SG,present,1950,NA
mondal_IL-11.SG,MondalNatureGenetics2016,ILA.SG,present,1950,NA
mondal_IL-12.SG,MondalNatureGenetics2016,ILA.SG,present,1950,NA
mondal_IL-15.SG,MondalNatureGenetics2016,ILA.SG,present,1950,NA
mondal_IL-16.SG,MondalNatureGenetics2016,ILA.SG,present,1950,NA
mondal_PRBB-1.SG,MondalNatureGenetics2016,BEN.SG,present,1950,NA
mondal_PRBB-2.SG,MondalNatureGenetics2016,PUN.SG,present,1950,NA
mondal_RAI-11.SG,MondalNatureGenetics2016,RAJ.SG,present,1950,NA
mondal_RAI-12.SG,MondalNatureGenetics2016,RAJ.SG,present,1950,NA
mondal_RAI-13.SG,MondalNatureGenetics2016,RAJ.SG,present,1950,NA
mondal_RAI-15.SG,MondalNatureGenetics2016,RAJ.SG,present,1950,NA
mondal_RAI-2.SG,MondalNatureGenetics2016,RAJ.SG,present,1950,NA
mondal_RAI-3.SG,MondalNatureGenetics2016,RAJ.SG,present,1950,NA
mondal_RAI-4.SG,MondalNatureGenetics2016,RAJ.SG,present,1950,NA
mondal_RAI-5.SG,MondalNatureGenetics2016,RAJ.SG,present,1950,NA
mondal_RAI-8.SG,MondalNatureGenetics2016,RAJ.SG,present,1950,NA
mondal_RAI-9.SG,MondalNatureGenetics2016,RAJ.SG,present,1950,NA
mondal_RIA-12.SG,MondalNatureGenetics2016,RIA.SG,present,1950,NA
mondal_RIA-14.SG,MondalNatureGenetics2016,RIA.SG,present,1950,NA
mondal_RIA-19.SG,MondalNatureGenetics2016,RIA.SG,present,1950,NA
mondal_RIA-20.SG,MondalNatureGenetics2016,RIA.SG,present,1950,NA
mondal_RIA-23.SG,MondalNatureGenetics2016,RIA.SG,present,1950,NA
mondal_RIA-24.SG,MondalNatureGenetics2016,RIA.SG,present,1950,NA
mondal_RIA-41.SG,MondalNatureGenetics2016,RIA.SG,present,1950,NA
mondal_RIA-42.SG,MondalNatureGenetics2016,RIA.SG,present,1950,NA
mondal_RIA-45.SG,MondalNatureGenetics2016,RIA.SG,present,1950,NA
mondal_RIA-63.SG,MondalNatureGenetics2016,RIA.SG,present,1950,NA
mondal_VV1-01.SG,MondalNatureGenetics2016,VLR.SG,present,1950,NA
mondal_VV1-03.SG,MondalNatureGenetics2016,VLR.SG,present,1950,NA
mondal_VV1-04.SG,MondalNatureGenetics2016,VLR.SG,present,1950,NA
mondal_VV1-05.SG,MondalNatureGenetics2016,VLR.SG,present,1950,NA
mondal_VV1-06.SG,MondalNatureGenetics2016,VLR.SG,present,1950,NA
mondal_VV1-07.SG,MondalNatureGenetics2016,VLR.SG,present,1950,NA
mondal_VV1-14.SG,MondalNatureGenetics2016,VLR.SG,present,1950,NA
mondal_VV1-16.SG,MondalNatureGenetics2016,VLR.SG,present,1950,NA
mondal_VV1-20.SG,MondalNatureGenetics2016,VLR.SG,present,1950,NA
mondal_JAR-27.SG,MondalNatureGenetics2016,JAR.SG,present,1950,NA
mondal_JAR-32.SG,MondalNatureGenetics2016,JAR.SG,present,1950,NA
mondal_JAR-54.SG,MondalNatureGenetics2016,JAR.SG,present,1950,NA
mondal_JAR-61.SG,MondalNatureGenetics2016,JAR.SG,present,1950,NA
mondal_ONG-1.SG,MondalNatureGenetics2016,ONG.SG,present,1950,NA
mondal_ONG-12.SG,MondalNatureGenetics2016,ONG.SG,present,1950,NA
mondal_ONG-14.SG,MondalNatureGenetics2016,ONG.SG,present,1950,NA
mondal_ONG-4.SG,MondalNatureGenetics2016,ONG.SG,present,1950,NA
mondal_ONG-8.SG,MondalNatureGenetics2016,ONG.SG,present,1950,NA
mondal_ONG-9.SG,MondalNatureGenetics2016,ONG.SG,present,1950,NA
Canes.SG,GonzalesFortesCurrentBiology2017,Iberia_HG.SG,5295-5035 calBCE (6197±45 BP; OxA-7148/AA-5294),-5165,-5165
Chan.SG,GonzalesFortesCurrentBiology2017,Iberia_HG.SG,7305-7057 calBCE (8155±42 BP; Ua-13398/Ua-38115),-7181,-7181
GB.SG,GonzalesFortesCurrentBiology2017,Romania_C.SG,3506-3349 calBCE (4621±28 BP; MAMS-28614),-3428,-3428
M95.SG,GonzalesFortesCurrentBiology2017,Romania_Mesolithic_IronGates.SG,7125-6603 calBCE (8380±80 BP; OxA-8583; after marine reservoir correction),-6864,-6864
M96.SG,GonzalesFortesCurrentBiology2017,Romania_Mesolithic_IronGates.SG,7250-6500 BCE [based on SC1 in the same layer; which includes a marine reservoir correcton],-6875,-6875
OC.SG,GonzalesFortesCurrentBiology2017,Romania_Mesolithic_IronGates.SG,7022-6485 calBCE (8277±34 BP; MAMS-28615; after marine reservoir correction),-6754,-6754
MA969.SG,SaagCurrentBiology2017,Estonia_CordedWare.SG,2871-2505 calBCE (4110±40 BP; Poz-10824),-2688,-2688
MA971.SG,SaagCurrentBiology2017,Estonia_CordedWare.SG,2850-2050 BCE,-2450,-2450
MA973.SG,SaagCurrentBiology2017,Estonia_CordedWare.SG,2580-2340 calBCE (3960±40 BP; Poz-10825),-2460,-2460
MA974.SG,SaagCurrentBiology2017,Estonia_N_CombCeramic.SG,3781-3520 calBCE (4860±60 BP; CAMS-6266),-3651,-3650
MA975.SG,SaagCurrentBiology2017,Estonia_N_CombCeramic.SG,3653-3376 calBCE (4770±60 BP; CAMS-6265),-3515,-3514
ERS1790729.SG,HaberAJHG2017,Lebanon_MLBA_Canaanite_MBA.SG,1900-1700 BCE,-1800,-1800
ERS1790730.SG,HaberAJHG2017,Lebanon_MLBA_Canaanite_MBA.SG,1800-1600 BCE,-1700,-1700
ERS1790731.SG,HaberAJHG2017,Lebanon_MLBA_Canaanite_MBA.SG,1900-1700 BCE,-1800,-1800
ERS1790732.SG,HaberAJHG2017,Lebanon_MLBA_Canaanite_MBA.SG,1800-1600 BCE,-1700,-1700
ERS1790733.SG,HaberAJHG2017,Lebanon_MLBA_Canaanite_MBA.SG,1950-1690 calBCE (3505±45 BP; VERA-3890),-1820,-1820
Sunghir1.SG,SikoraScience2017,Russia_Sunghir1.SG,31925-29820 calBCE,-30873,-30872
Sunghir2.SG,SikoraScience2017,Russia_Sunghir2.SG,33333-31235 calBCE,-32284,-32284
Sunghir3.SG,SikoraScience2017,Russia_Sunghir3.SG,33204-31081 calBCE,-32143,-32142
Sunghir4.SG,SikoraScience2017,Russia_Sunghir4.SG,32535-31549 calBCE,-32042,-32042
Sunghir6.SG,SikoraScience2017,Russia_Sunghir6.SG,1100-1220 calCE,1160,1160
baa001.SG,SchlebuschScience2017,South_Africa_2000BP.SG,36 calBCE - 119 calCE (1980±20 BP; Pta-5796),41,42
bab001.SG,SchlebuschScience2017,South_Africa_2000BP.SG,199 calBCE - 18 calCE (2110±30 BP; Beta-398217) ,-91,-90
cha001.SG,SchlebuschScience2017,South_Africa_400BP.SG,1502-1668 calCE (310±30 BP; Beta-398218) ,1585,1585
doo001.SG,SchlebuschScience2017,South_Africa_2100BP_lc.SG,346 calBCE - 40 calCE (2110±50 BP; Pta-5800),-153,-153
ela001.SG,SchlebuschScience2017,South_Africa_400BP.SG,1417-1497 calCE (480±30 BP; Beta-398219),1457,1457
mfo001.SG,SchlebuschScience2017,South_Africa_400BP.SG,1502-1642 calCE (360±30 BP; Beta-398220) ,1572,1572
new001.SG,SchlebuschScience2017,South_Africa_400BP.SG,1442-1623 calCE (430±30 BP; Beta-398221),1532,1532
gun002.SG,RodriguezVarelaCurrentBiology2017,Canary_Islands_Guanche.SG,1024-1155 calCE (951±26 BP),1089,1090
gun005.SG,RodriguezVarelaCurrentBiology2017,Canary_Islands_Guanche.SG,895-1017 calCE (1082±26 BP),956,956
gun008.SG,RodriguezVarelaCurrentBiology2017,Canary_Islands_Guanche.SG,879-992 calCE (1116±26 BP),935,936
gun011.SG,RodriguezVarelaCurrentBiology2017,Canary_Islands_Guanche.SG,695-888 calCE (1216±27 BP),791,792
gun012.SG,RodriguezVarelaCurrentBiology2017,Canary_Islands_Guanche.SG,582-660 calCE (1421±28 BP),621,621
Hum1.SG,GuntherPLoSBiology2018,Norway_Mesolithic.SG,7502-7325 BCE,-7414,-7414
Hum2.SG,GuntherPLoSBiology2018,Norway_Mesolithic.SG,7502-7325 BCE,-7414,-7414
SBj.SG,GuntherPLoSBiology2018,Sweden_Mesolithic.SG,7013-6629 calBCE,-6821,-6821
SF11.SG,GuntherPLoSBiology2018,Sweden_Mesolithic.SG,7073-6810 calBCE,-6942,-6942
SF12.SG,GuntherPLoSBiology2018,Sweden_Mesolithic.SG,7083-6807 calBCE,-6945,-6945
SF9.SG,GuntherPLoSBiology2018,Sweden_Mesolithic.SG,7350-7038 calBCE,-7194,-7194
Steigen.SG,GuntherPLoSBiology2018,Norway_N_HG.SG,4000-3814 calBCE,-3907,-3907
USR1.SG,MorenoMayarNature2017,USA_Ancient_Beringian.SG,9650-9320 BCE,-9485,-9485
USR2.SG,MorenoMayarNature2017,USA_Ancient_Beringian.SG,9650-9320 BCE,-9485,-9485
PC537.SG,SchroederPNAS2018,Bahamas_Taino.SG,894-1017 calCE (1082±29 BP; OxA-X-2623-21),955,956
atp002.SG,ValdioseraPNAS2018,Iberia_C.SG,2900-2679 calBCE (4210±30 BP; Beta-386394),-2790,-2790
atp005.SG,ValdioseraPNAS2018,Iberia_EN.SG,5216-5031 calBCE (6170±30; Beta-368283),-5124,-5124
atp016.SG,ValdioseraPNAS2018,Iberia_C.SG,3262-2917 calBCE (4400±30 BP; Beta-368289),-3090,-3090
atp12-1420.SG,ValdioseraPNAS2018,Iberia_C.SG,3011-2880 calBCE (4300±30 BP; Beta-368295),-2946,-2946
c40331.SG,ValdioseraPNAS2018,Iberia_LN.SG,3761-3638 calBCE (4900±30 BP; Beta-424648),-3700,-3700
esp005.SG,ValdioseraPNAS2018,Iberia_BA.SG,1430-1410 BCE,-1420,-1420
mur.SG,ValdioseraPNAS2018,Iberia_EN.SG,5296-5076 calBCE (6226±20 BP; wk-40844),-5186,-5186
pir001.SG,ValdioseraPNAS2018,Iberia_BA.SG,2100-1450 BCE,-1775,-1775
por002.SG,ValdioseraPNAS2018,Iberia_C.SG,3336-2945 calBCE (4450±30 BP; Beta-424645),-3141,-3140
por004.SG,ValdioseraPNAS2018,Iberia_C.SG,3092-2918 calBCE (4390±30 BP; Beta-424647),-3005,-3005
san216.SG,ValdioseraPNAS2018,Iberia_LN.SG,3777-3654 calBCE (4940±30 BP; Beta-424654),-3716,-3716
DA100.SG,DamgaardNature2018,Kyrgyzstan_TianShanHun.SG,178-423 calCE (1719±48 BP; UBA-31213),300,300
DA101.SG,DamgaardNature2018,Kyrgyzstan_TianShanHun.SG,136-333 calCE (1783±29 BP; UBA-31214),234,234
DA104.SG,DamgaardNature2018,Kyrgyzstan_TianShanHun.SG,0-700 CE,350,350
DA105.SG,DamgaardNature2018,Kyrgyzstan_TianShanHun.SG_son.DA104.SG,85-250 calCE (1833±32 BP; UBA-31217),167,168
DA106.SG,DamgaardNature2018,Kyrgyzstan_Medieval_Nomad.SG,1058-1269 calCE (833±34 BP; UBA-31218),1163,1164
DA10.SG,DamgaardNature2018,Kazakhstan_CentralSaka.SG,800-400 BCE,-600,-600
DA111.SG,DamgaardNature2018,Czech_HallstattBylany.SG,910-593 calBCE (2630±48 BP; UBA-31219),-752,-752
DA112.SG,DamgaardNature2018,Czech_HallstattBylany.SG,753-404 calBCE (2430±40 BP; UBA-31220),-579,-578
DA116.SG,DamgaardNature2018,Kyrgyzstan_Medieval_Nomad.SG,1047-1261 calCE (856±35 BP; UBA-31221),1154,1154
DA117.SG,DamgaardNature2018,Kyrgyzstan_Nomad_modern.SG,1668-1945 calCE (143±27 BP; UBA-31222),1806,1806
DA118.SG,DamgaardNature2018,Kyrgyzstan_Medieval_Nomad.SG,1025-1155 calCE (950±27 BP; UBA-31223),1090,1090
DA119.SG,DamgaardNature2018,Slovakia_Poprad.SG,200-500 CE,350,350
DA11.SG,DamgaardNature2018,Kazakhstan_CentralSaka.SG,788-432 calBCE (2489±39 BP; UBA-31137),-610,-610
DA121.SG,DamgaardNature2018,Kazakhstan_Kangju.SG,252-422 calCE (1687±37 BP; UBA-31224),337,337
DA123.SG,DamgaardNature2018,Kazakhstan_Kangju.SG,50-450 CE,250,250
DA124.SG,DamgaardNature2018,Kazakhstan_Medieval_Nomad.SG,647-768 calCE (1332±32 BP; UBA-31226),707,708
DA125.SG,DamgaardNature2018,Kazakhstan_Kangju.SG,130-323 calCE (1804±28 BP; UBA-31227),226,226
DA126.SG,DamgaardNature2018,Kazakhstan_Medieval_Nomad.SG,891-1021 calCE (1078±37 BP; UBA-31228),956,956
DA127.SG,DamgaardNature2018,Kazakhstan_OutTianShanHun.SG,141-422 calCE (1722±55 BP; UBA-31229),281,282
DA128.SG,DamgaardNature2018,Kazakhstan_Medieval_Nomad.SG,1221-1283 calCE (761±28 BP; UBA-31230),1252,1252
DA129.SG,DamgaardNature2018,Kazakhstan_Nomad_IA.SG,536-212 calBCE (2324±42 BP; UBA-31231),-374,-374
DA130.SG,DamgaardNature2018,Kazakhstan_TianShanSaka.SG,367-183 calBCE (2199±32 BP; UBA-31232),-275,-275
DA134.SG,DamgaardNature2018,Russia_Sarmatian.SG,800 BCE - 100 CE,-350,-350
DA139.SG,DamgaardNature2018,Russia_Sarmatian.SG,800 BCE - 100 CE,-350,-350
DA13.SG,DamgaardNature2018,Kazakhstan_CentralSaka.SG,769-431 calBCE (2471±31 BP; UBA-31138),-600,-600
DA141.SG,DamgaardNature2018,Russia_Sarmatian.SG,800 BCE - 100 CE,-350,-350
DA142.SG,DamgaardNature2018,Russia_Medieval_Nomad.SG,600-1300 CE,950,950
DA143.SG,DamgaardNature2018,Russia_Sarmatian.SG,800 BCE - 100 CE,-350,-350
DA144.SG,DamgaardNature2018,Russia_Sarmatian.SG,800 BCE - 100 CE,-350,-350
DA145.SG,DamgaardNature2018,Russia_Sarmatian.SG,800 BCE - 100 CE,-350,-350
DA146.SG,DamgaardNature2018,Russia_Alan.SG,450-850 CE,650,650
DA14.SG,DamgaardNature2018,Kazakhstan_CentralSaka.SG,767-430 calBCE (2468±39 BP; UBA-31139),-599,-598
DA15.SG,DamgaardNature2018,Kazakhstan_CentralSaka.SG,769-429 calBCE (2470±43 BP; UBA-31140),-599,-599
DA160.SG,DamgaardNature2018,Russia_Alan.SG,450-850 CE,650,650
DA161.SG,DamgaardNature2018,Russia_Alan_o.SG,450-850 CE,650,650
DA162.SG,DamgaardNature2018,Russia_Alan.SG,450-850 CE,650,650
DA164.SG,DamgaardNature2018,Russia_Alan.SG,850-1350 CE,1100,1100
DA16.SG,DamgaardNature2018,Kazakhstan_CentralSaka.SG,756-416 calBCE (2459±28 BP; UBA-31141),-586,-586
DA171.SG,DamgaardNature2018,Lithuania_Late_Antiquity.SG,50-650 CE,350,350
DA177.SG,DamgaardNature2018,Kazakhstan_Nomad_HP.SG,200-500 CE,350,350
DA179.SG,DamgaardNature2018,Kazakhstan_Kipchak1.SG,1000-1200 CE,1100,1100
DA17.SG,DamgaardNature2018,Kazakhstan_OutCentralSaka.SG,812-571 calBCE (2577±30 BP; UBA-31142),-692,-692
DA188.SG,DamgaardNature2018,Russia_SaltovoMayaki.SG,721-950 calCE (1187±31 BP; UBA-31236),835,836
DA189.SG,DamgaardNature2018,Russia_SaltovoMayaki.SG,600-1000 CE,800,800
DA18.SG,DamgaardNature2018,Kazakhstan_Nomad_IA.SG,763-416 calBCE (2463±45 BP; UBA-31143),-590,-590
DA190.SG,DamgaardNature2018,Russia_SaltovoMayaki.SG,635-766 calCE (1351±32 BP; UBA-31237),700,700
DA191.SG,DamgaardNature2018,Hungary_Scythian.SG,749-398 calBCE (2409±37 BP; UBA-33595),-574,-574
DA194.SG,DamgaardNature2018,Hungary_Scythian.SG,490-233 calBCE (2322±36 BP; UBA-33596),-362,-362
DA195.SG,DamgaardNature2018,Hungary_Scythian.SG,774-431 calBCE (2479±35 BP; UBA-33597),-603,-602
DA197.SG,DamgaardNature2018,Hungary_Scythian.SG,729-390 calBCE (2378±35 BP; UBA-33600),-560,-560
DA198.SG,DamgaardNature2018,Hungary_Scythian.SG,735-392 calBCE (2388±36 BP; UBA-33598),-564,-564
DA199.SG,DamgaardNature2018,Hungary_Medieval.SG,1191-1280 calCE (788±30 BP; UBA-33601),1235,1236
DA19.SG,DamgaardNature2018,Kazakhstan_OutCentralSaka.SG,810-540 calBCE (2555±46 BP; UBA-31144),-675,-675
DA201.SG,DamgaardNature2018,Kazakhstan_Wusun.SG,346-2 calBCE (2099±38 BP; UBA-33594),-174,-174
DA202.SG,DamgaardNature2018,Kazakhstan_Sarmatian.SG,770-361 calBCE (2384±71 BP; UBA-33608),-566,-566
DA203.SG,DamgaardNature2018,Kazakhstan_Karakhanid.SG,800-1100 CE,950,950
DA204.SG,DamgaardNature2018,Kazakhstan_Karakhanid.SG,883-1022 calCE (1089±38 BP; UBA-33607),952,952
DA205.SG,DamgaardNature2018,Kazakhstan_Karakhanid.SG,800-1100 CE,950,950
DA206.SG,DamgaardNature2018,Kazakhstan_Kangju.SG,85-339 calCE (1805±49 BP; UBA-33606),212,212
DA207.SG,DamgaardNature2018,Kazakhstan_His.SG,1650-1850 CE,1750,1750
DA208.SG,DamgaardNature2018,Kazakhstan_His.SG,1650-1850 CE,1750,1750
DA20.SG,DamgaardNature2018,Kazakhstan_Nomad_Hun_Sarmatian.SG,365-197 calBCE (2203±27 BP; UBA-31145),-281,-281
DA220.SG,DamgaardNature2018,Kazakhstan_Wusun.SG,500-0 BCE,-250,-250
DA221.SG,DamgaardNature2018,Kazakhstan_Nomad_IA.SG,799-539 calBCE (2526±40 BP; UBA-33605),-669,-669
DA222.SG,DamgaardNature2018,Kazakhstan_Karluk.SG,750-950 CE,850,850
DA223.SG,DamgaardNature2018,Kazakhstan_Wusun.SG,411-234 calBCE (2310±31 BP; UBA-33604),-323,-322
DA224.SG,DamgaardNature2018,Kazakhstan_OutTurk.SG,249-425 calCE (1685±39 BP; UBA-33603),337,337
DA226.SG,DamgaardNature2018,Kazakhstan_Kangju.SG,50-450 CE,250,250
DA227.SG,DamgaardNature2018,Kazakhstan_Wusun_2.SG,500-0 BCE,-250,-250
DA228.SG,DamgaardNature2018,Kazakhstan_Turk.SG,300-900 CE,600,600
DA229.SG,DamgaardNature2018,Kazakhstan_Kangju.SG,50-450 CE,250,250
DA230.SG,DamgaardNature2018,Kazakhstan_Karluk.SG,750-950 CE,850,850
DA231.SG,DamgaardNature2018,Kazakhstan_Andronovo.SG,1611-1425 calBCE (3225±43 BP; UBA-33602),-1518,-1518
DA23.SG,DamgaardNature2018,Kazakhstan_Kipchak2.SG,1030-1167 calCE (920±25 BP; UBA-31146),1098,1098
DA243.SG,DamgaardNature2018,Russia_Alan.SG,450-1350 CE,900,900
DA26.SG,DamgaardNature2018,Kazakhstan_Sarmatian.SG,800 BCE - 100 CE,-350,-350
DA27.SG,DamgaardNature2018,Kazakhstan_Nomad_Hun_Sarmatian.SG,334-535 calCE (1641±33 BP; UBA-31149),434,434
DA28.SG,DamgaardNature2018,Kazakhstan_GoldenHordeAsian.SG,1200-1600 CE,1400,1400
DA29.SG,DamgaardNature2018,Kazakhstan_GoldenHordeEuro.SG,1200-1600 CE,1400,1400
DA2.SG,DamgaardNature2018,Russia_Tagar.SG,925-811 calBCE (2725±31 BP; UBA-31135),-868,-868
DA30.SG,DamgaardNature2018,Kazakhstan_Sarmatian.SG,96 calBCE - 66 calCE (2013±32 BP; UBA-31152),-15,-15
DA31.SG,DamgaardNature2018,Armenia_LchashenMetsamor.SG,1400-1100 BCE,-1250,-1250
DA343.SG,DamgaardNature2018,Russia_UstIda_EBA.SG,3084-2669 calBCE (4270±60 BP),-2877,-2876
DA353.SG,DamgaardNature2018,Russia_UstIda_EBA.SG,2561-2141 calBCE (3870±70 BP),-2351,-2351
DA356.SG,DamgaardNature2018,Russia_UstIda_EBA.SG,2460-2208 calBCE (3854±30 BP),-2334,-2334
DA35.SG,DamgaardNature2018,Armenia_LchashenMetsamor.SG,1419-1135 calBCE (3050±42 BP; UBA-33655),-1277,-1277
DA361.SG,DamgaardNature2018,Russia_UstIda_EBA.SG,2436-1979 calBCE (3760±60 BP),-2208,-2208
DA385.SG,DamgaardNature2018,Kyrgyzstan_TianShanHun.SG,396-571 calCE (1577±42 BP; UBA-31173),483,484
DA38.SG,DamgaardNature2018,Mongolia_XiongNu_WE.SG,349-55 calBCE (2131±26 BP; UBA-31153),-202,-202
DA39.SG,DamgaardNature2018,Mongolia_XiongNu.SG,161 calBCE - 81 calCE (2007±46 BP; UBA-33599),-40,-40
DA3.SG,DamgaardNature2018,Russia_Tagar.SG,1000-800 BCE,-900,-900
DA41.SG,DamgaardNature2018,Mongolia_XiongNu_WE.SG,355-91 calBCE (2147±27 BP; UBA-31154),-223,-223
DA43.SG,DamgaardNature2018,Mongolia_XiongNu.SG,400 BCE - 100 CE,-150,-150
DA45.SG,DamgaardNature2018,Mongolia_XiongNu.SG,183-41 calBCE (2083±27 BP; UBA-31155),-112,-112
DA47.SG,DamgaardNature2018,Kyrgyzstan_TianShanSaka.SG,346 calBCE - 3 calCE (2093±43 BP; UBA-31157),-172,-172
DA48.SG,DamgaardNature2018,Kyrgyzstan_TianShanSaka.SG,600 BCE - 100 CE,-250,-250
DA49.SG,DamgaardNature2018,Kyrgyzstan_TianShanSaka.SG,371-165 calBCE (2186±35 BP; UBA-31158),-268,-268
DA4.SG,DamgaardNature2018,Russia_Tagar.SG,1000-800 BCE,-900,-900
DA50.SG,DamgaardNature2018,Kyrgyzstan_TianShanSaka.SG,650-50 BCE,-350,-350
DA51.SG,DamgaardNature2018,Kyrgyzstan_TianShanSaka.SG,383-200 calBCE (2220±37 BP; UBA-31160),-292,-292
DA52.SG,DamgaardNature2018,Kyrgyzstan_TianShanHun.SG,391-541 calCE (1606±33 BP; UBA-31161),466,466
DA53.SG,DamgaardNature2018,Kyrgyzstan_TianShanSaka.SG,536-363 calBCE (2344±34 BP; UBA-31162),-450,-450
DA54.SG,DamgaardNature2018,Kyrgyzstan_TianShanHun.SG,255-415 calCE (1693±31 BP; UBA-31163),335,335
DA55.SG,DamgaardNature2018,Kyrgyzstan_TianShanSaka.SG,160 calBCE - 51 calCE (2034±32 BP; UBA-31164),-55,-54
DA56.SG,DamgaardNature2018,Kyrgyzstan_OutTianShanSaka.SG,194-1 calBCE (2079±34 BP; UBA-31165),-98,-98
DA57.SG,DamgaardNature2018,Kyrgyzstan_TianShanSaka.SG,202-42 calBCE (2099±32 BP; UBA-31166),-122,-122
DA58.SG,DamgaardNature2018,Kyrgyzstan_TianShanSaka.SG,201-40 calBCE (2094±33 BP; UBA-31167),-121,-120
DA59.SG,DamgaardNature2018,Kyrgyzstan_TianShanSaka.SG_brother.DA57.SG,356-58 calBCE (2148±32 BP; UBA-31168),-207,-207
DA5.SG,DamgaardNature2018,Russia_Tagar.SG,1000-800 BCE,-900,-900
DA65.SG,DamgaardNature2018,Kyrgyzstan_TianShanHun.SG,339-539 calCE (1629±40 BP; UBA-31191),439,439
DA66.SG,DamgaardNature2018,Kyrgyzstan_TianShanHun.SG,423-584 calCE (1546±33 BP; UBA-31192),503,504
DA68.SG,DamgaardNature2018,Kyrgyzstan_TianShanHun.SG,537-647 calCE (1479±31 BP; UBA-31193),592,592
DA69.SG,DamgaardNature2018,Kyrgyzstan_TianShanHun.SG,334-535 calCE (1642±31 BP; UBA-31194),434,434
DA6.SG,DamgaardNature2018,Russia_Tagar.SG,1000-800 BCE,-900,-900
DA70.SG,DamgaardNature2018,Kyrgyzstan_TianShanHun.SG,24-234 calCE (1891±44 BP; UBA-31195),129,129
DA71.SG,DamgaardNature2018,Kyrgyzstan_TianShanHun.SG_daughter.DA385.SG,238-388 calCE (1734±32 BP; UBA-31196),313,313
DA72.SG,DamgaardNature2018,Kyrgyzstan_TianShanHun.SG,243-529 calCE (1679±44 BP; UBA-31197),386,386
DA73.SG,DamgaardNature2018,Kyrgyzstan_TianShanHun.SG,175-420 calCE (1723±48 BP; UBA-31198),297,298
DA74.SG,DamgaardNature2018,Kyrgyzstan_TianShanHun.SG,332-547 calCE (1624±46 BP; UBA-31199),439,440
DA7.SG,DamgaardNature2018,Russia_Tagar.SG,1000-800 BCE,-900,-900
DA80.SG,DamgaardNature2018,Kyrgyzstan_TianShanHun.SG,176-529 calCE (1704±52 BP; UBA-31200),352,352
DA81.SG,DamgaardNature2018,Kyrgyzstan_TianShanHun.SG,133-383 calCE (1770±50 BP; UBA-31201),258,258
DA82.SG,DamgaardNature2018,Kyrgyzstan_TianShanHun.SG,29-250 calCE (1867±46 BP; UBA-31202),139,140
DA85.SG,DamgaardNature2018,Kyrgyzstan_TianShanHun.SG,129-380 calCE (1781±46 BP; UBA-31203),254,254
DA86.SG,DamgaardNature2018,Kyrgyzstan_Turk.SG,394-567 calCE (1582±42 BP; UBA-31204),480,480
DA87.SG,DamgaardNature2018,Kazakhstan_Kimak.SG,607-769 calCE (1352±45 BP; UBA-31205),688,688
DA89.SG,DamgaardNature2018,Kazakhstan_Turk.SG,637-852 calCE (1315±45 BP; UBA-31206),744,744
DA8.SG,DamgaardNature2018,Russia_Tagar.SG,1000-800 BCE,-900,-900
DA92.SG,DamgaardNature2018,Kazakhstan_Nomad_IA.SG,92 calBCE - 130 calCE (1972±47 BP; UBA-31207),19,19
